"course","section","required","title","author","edition","isbn"
"EDUC 3335","01","REQUIRED","EARLY CHILDHOOD EDUCATION TODAY","MORRISON","12TH 12","9780137034581"

"EDUC 3337","01","REQUIRED","CLASSROOM MGMT.F/ELEM.TEACHERS-W/ACCESS","EVERTSON","9TH 13","9780132893602"

"EDUC 3337","01","REQUIRED","POSITIVE DISCIPLINE IN CLASSROOM-REV.","NELSEN","3RD 00","9780761524212"

"EDUC 3337","01","REQUIRED","SETTING LIMITS IN THE CLASSROOM","MACKENZIE","3RD 10","9780307591722"

"EDUC 4334","01","REQUIRED","MAKING THINKING VISIBLE","RITCHHART","0","9780470915516"

"EDUC 4649","01","REQUIRED","FIRST DAYS OF SCHOOL-W/DVD","WONG","4TH 09","9780976423317"

"EDUC 4650","01","REQUIRED","FIRST DAYS OF SCHOOL W-CD","WONG","0","9780962936067"

"EDUC 4651","01","REQUIRED","FIRST DAYS OF SCHOOL W-CD","WONG","0","9780962936067"

"EDUC 4651","01","REQUIRED","FIRST DAYS OF SCHOOL-W/DVD","WONG","4TH 09","9780976423317"

"EDUC 4652","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"EDUC 4653","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"EDUC 4655","01","REQUIRED","FIRST DAYS OF SCHOOL-W/DVD","WONG","4TH 09","9780976423317"

"ENGL 2300","01","REQUIRED","KING LEAR","SHAKESPEARE","07","9780300122008"

"ENGL 2300","01","REQUIRED","MAKING OF A POEM","STRAND","00","9780393321784"

"ENGL 2300","01","REQUIRED","NICE WORK","LODGE","88","9780140133967"

"ENGL 2300","01","REQUIRED","POETICS","ARISTOTLE","97","9780486295770"

"ENGL 2300","01","REQUIRED","RULES FOR THE DANCE","OLIVER","98","9780395850862"

"ENGL 2322","01","REQUIRED","NORTON ANTH.ENGLISH LIT.:MAJOR..V.1","GREENBLATT","9TH 13","9780393919646"

"ENGL 3301","01","REQUIRED","ANTHOLOGY OF AMER.LIT,V.I","MCMICHAEL","10TH 11","9780205779390"

"ENGL 3304","01","REQUIRED","COMPLETE POETRY+ESS.PROSE..JOHN MILTON","MILTON","07","9780679642534"

"ENGL 3304","01","OPTIONAL","HOLY BIBLE,NEW REVISED STANDARD VERSION","BIBLE","89","9781585160303"

"ENGL 3312","01","REQUIRED","LONGMAN ANTHOLOGY OF BRITISH LIT.,V.2B","DAMROSCH","4TH 10","9780205655267"

"ENGL 3334","01","REQUIRED","BECOMING NAOMI LEON","RYAN","04","9780439269971"

"ENGL 3334","01","REQUIRED","ELIJAH OF BUXTON","CURTIS","07","9780439023450"

"ENGL 3334","01","REQUIRED","HABIBI","NYE","97","9780689825231"

"ENGL 3334","01","REQUIRED","MY LIFE AS RHOMBUS","JOHNSON","0","9780738711607"

"ENGL 3334","01","REQUIRED","READING CHILDREN'S LITERATURE","HINTZ","13","9780312608484"

"ENGL 3334","01","REQUIRED","SITTI'S SECRETS","NYE","94","9780689817069"

"ENGL 4310","01","REQUIRED","ANTHOLOGY OF MODERN AMERICAN POETRY","NELSON","00","9780195122718"

"ENGL 4310","01","REQUIRED","ARIEL RESTORED ED","PLATH","04","9780060732608"

"ENGL 4310","01","REQUIRED","PLAY THE PIANO DRUNK LIKE A PERCUSSION","BUKOWSKI, CHAR","0","9780876854372"

"ENGL 4341","01","REQUIRED","CRITICAL TRADITION","RICHTER","3RD 07","9780312415204"

"ENGL 4341","01","REQUIRED","RIME OF ANCIENT MARINER","COLERIDGE","99","9780312112233"

"ENGW 0105","01","REQUIRED","CONTEMPORARY TOPICS 3","BEGLAR","3RD 09","9780132345231"

"ENGW 0105","02","REQUIRED","CONTEMPORARY TOPICS 3","BEGLAR","3RD 09","9780132345231"

"ENGW 0105","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 0107","01","REQUIRED","KEYS FOR WRITERS","RAIMES","7TH 14","9781111841751"

"ENGW 0107","01","REQUIRED","THINK ABOUT EDITING","ASCHER","93","9780838439760"

"ENGW 0107","02","REQUIRED","KEYS FOR WRITERS","RAIMES","7TH 14","9781111841751"

"ENGW 0107","02","REQUIRED","THINK ABOUT EDITING","ASCHER","93","9780838439760"

"ENGW 0302","01","REQUIRED","KEYS FOR WRITERS","RAIMES","7TH 14","9781111841751"

"ENGW 0302","01","REQUIRED","WHAT MATTERS IN AMERICA","GOSHGARIAN","3RD 12","9780205230747"

"ENGW 1301","01","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"ENGW 1301","01","REQUIRED","THEY SAY I SAY","GRAFF","2ND 10","9780393933611"

"ENGW 1302","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 1302","02","REQUIRED","MINIATURE GUIDE TO CRITICAL THINKING","PAUL","(REV)09","9780944583104"

"ENGW 1302","02","REQUIRED","WRITING ABOUT WRITING","WARDLE","11","9780312534936"

"ENGW 1302","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 1302","04","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 1302","05","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 1302","06","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 1306","01","REQUIRED","FIELDS OF READING","COMLEY","10TH 13","9781457608919"

"ENGW 1306","01","REQUIRED","KEYS FOR WRITERS","RAIMES","7TH 14","9781111841751"

"ENGW 1306","02","REQUIRED","FIELDS OF READING","COMLEY","10TH 13","9781457608919"

"ENGW 1306","02","REQUIRED","KEYS FOR WRITERS","RAIMES","7TH 14","9781111841751"

"ENGW 1307","01","REQUIRED","KEYS FOR WRITERS","RAIMES","7TH 14","9781111841751"

"ENGW 1307","01","REQUIRED","WHAT MATTERS IN AMERICA","GOSHGARIAN","3RD 12","9780205230747"

"ENGW 1307","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 1307","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 2300","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 2301","01","REQUIRED","POETRY 180:TURNING BACK TO POETRY","COLLINS","03","9780812968873"

"ENGW 2302","01","REQUIRED","ON WRITING SHORT STORIES","BAILEY","2ND 10","9780195395655"

"ENGW 2303","01","REQUIRED","PLAYWRITING IN PROCESS","WRIGHT","2ND 09","9781585103409"

"ENGW 2303","01","OPTIONAL","BEST AMERICAN SHORT PLAYS 2010-2011","DEMASTE","0","9781557838360"

"ENGW 2320","01","REQUIRED","UNDERSTANDING ENGLISH GRAMMAR","KOLLN","9TH 12","9780205209521"

"ENGW 2320","02","REQUIRED","UNDERSTANDING ENGLISH GRAMMAR","KOLLN","9TH 12","9780205209521"

"ENGW 2320","03","REQUIRED","UNDERSTANDING ENGLISH GRAMMAR","KOLLN","9TH 12","9780205209521"

"ENGW 2325","01","REQUIRED","RHETORICAL CRITICISM","FOSS","4TH 08","9781577665861"

"ENGW 2326","01","REQUIRED","ENG.3200:COLL.ED,W/WRITING APPLICATIONS","BLUMENTHAL","4TH 94","9780155008656"

"ENGW 2326","01","REQUIRED","RHETORICAL GRAMMAR:GRAM.CHOICES,RHET...","KOLLN","7TH 13","9780321846723"

"ENGW 2329","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 2329","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 2399","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 3301","01","REQUIRED","COPYWRITER'S HANDBOOK","BLY","3RD 06","9780805078046"

"ENGW 3301","01","REQUIRED","PUBLIC RELATIONS WRITING+MEDIA TECH.","WILCOX","7TH 13","9780205211678"

"ENGW 3306","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 3308","01","REQUIRED","FICTION WRITING II (454942)","SPECHT","0","000000000000"

"ENGW 3324","01","REQUIRED","COLLECTION OF ESSAYS BY GEO.ORWELL","ORWELL","46","9780156186001"

"ENGW 3324","01","REQUIRED","UNDERSTANDING STYLE","GLASER","2ND 10","9780195379495"

"ENGW 3332","01","REQUIRED","VISUAL COMMUNICATION ON THE WEB","BURROUGH","13","9780415521482"

"ENGW 3335","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 3336","01","REQUIRED","RHETORICAL TRADITION","BIZZELL","2ND 01","9780312148393"

"ENGW 4341","01","REQUIRED","PROFESSING THE NEW RHETORICS","ENOS","94","9780130143174"

"ENGW 4344","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 4350","01","REQUIRED","LONGMAN GUIDE TO PEER TUTORING","GILLESPIE","2ND 08","9780205573325"

"ENGW 4350","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENGW 4350","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"ENSP 1304","01","REQUIRED","SOCIETY+ENVIRONMENT","CAROLAN","13","9780813345949"

"ENSP 2324","01","REQUIRED","ENVIRONMENTAL SCIENCE-W/ACCESS","CHIRAS","9TH 13","9781449645311"

"ENSP 2324","02","REQUIRED","LIVING IN THE ENVIRONMENT","MILLER","17TH 12","9780538735346"

"ENSP 2324","02","REQUIRED","OUR STOLEN FUTURE","COLBORN","96","9780452274143"

"ENSP 2324","02","REQUIRED","SAND COUNTY ALMANAC","LEOPOLD","(REV)87","9780195059281"

"ENSP 2324","02","REQUIRED","SILENT SPRING:ANNIVERSARY EDITION","CARSON","(REV)02","9780618249060"

"ENSP 2349","01","REQUIRED","PRIMATE BEHAVIORAL ECOLOGY","STRIER","4TH 10","9780205790173"

"ENSP 2349","01","REQUIRED","PRIMATE FAMILY TREE","REDMOND","08","9781554079643"

"ENSP 2349","01","REQUIRED","PRIMATE'S MEMOIR","SAPOLSKY","01","9780743202411"

"ENSP 2349","01","REQUIRED","TROPICAL NATURE","FORSYTH","84","9780684187105"

"ENSP 3399","01","REQUIRED","FEDERAL ENVIRONMENTAL LAW:USER'S GUIDE","MOYA","3RD 10","9780314160454"

"ENSP 4330","01","REQUIRED","ENVIRONMENTAL CASES","LAYZER","3RD 11","9781604266122"

"ENSP 4330","01","REQUIRED","ENVIRONMENTAL POLICY+POLITICS","KRAFT","5TH 11","9780205745371"

"ENTR 3384","01","REQUIRED","CASES IN MARKETING","WITHEY","09","9780390677006"

"ENTR 3386","01","REQUIRED","CASES IN FINC ACCT W MYACCOUNTINGLAB","SHAPLAND","0","9780133129571"

"ENTR 3386","01","REQUIRED","SMALL BUSINESS START-UP KIT","PAKROO","7TH 12","9781413316841"

"ENTR 3391","01","REQUIRED","LEAN STARTUP","RIES","11","9780307887894"

"ENTR 3391","01","REQUIRED","MANAGING EFFECTIVELY THROUGH TOUGH...","CARPENTER","10","9780137025046"

"FINC 3330","01","REQUIRED","ESSEN.OF CORP.FINANCE (LL)-W/CONNECT+","ROSS","8TH 14","9780077724962"

"FINC 3330","02","REQUIRED","ESSEN.OF CORP.FINANCE (LL)-W/CONNECT+","ROSS","8TH 14","9780077724962"

"FINC 3330","03","REQUIRED","ESSEN.OF CORP.FINANCE (LL)-W/CONNECT+","ROSS","8TH 14","9780077724962"

"FINC 3330","04","REQUIRED","ESSEN.OF CORP.FINANCE (LL)-W/CONNECT+","ROSS","8TH 14","9780077724962"

"FINC 3330","05","REQUIRED","ESSEN.OF CORP.FINANCE (LL)-W/CONNECT+","ROSS","8TH 14","9780077724962"

"FINC 3334","01","REQUIRED","TAXATION OF INDIVIDUALS 2014 W/CONNECT+","SPILKER","5TH","9780077722081"

"FINC 3334","02","REQUIRED","TAXATION OF INDIVIDUALS 2014 W/CONNECT+","SPILKER","5TH","9780077722081"

"FINC 3380","01","REQUIRED","INTERMEDIATE FINANCIAL MGMT.-W/ACCESS","BRIGHAM","11TH 13","9781111530266"

"FINC 3380","01","REQUIRED","NIKE, INC: COST OF CAPITAL (V1.8)","HARV CASE STDY","UV11095","000000000000"

"FINC 3380","01","REQUIRED","VALUING WAL-MART","HARV CASE STDY","W11058","000000000000"

"FINC 4341","01","REQUIRED","ESSENTIALS OF INVEST.(LOOSE)-W/ACCESS","BODIE","9TH 13","9780078019616"

"FINC 4346","01","REQUIRED","FINC/IBUS 4346 CASE STUDIES","ROTARU","S13","000000000000"

"FINC 4346","01","REQUIRED","FUNDAMENTALS OF MULTINATIONAL FINANCE","MOFFETT","4TH 12","9780132138079"

"FINC 4349","01","REQUIRED","CASE STUDIES IN FINANCE","BRUNER","6TH 09","9780073382456"

"FRSC 1319","01","REQUIRED","FORENSIC SCIENCE:BASICS","SIEGEL","2ND 10","9781420089028"

"FRSC 1319","02","REQUIRED","FORENSIC SCIENCE:BASICS","SIEGEL","2ND 10","9781420089028"

"FRSC 3120","01","REQUIRED","PRACTICAL CRIME SCENE PROCESSING+...","GARDNER","2ND 12","9781439853023"

"FRSC 3120","01","REQUIRED","STUDENT PROCESSING KIT FOR CS1","SPEX FORENSICS","LK07SEU","000000000000"

"FRSC 3320","01","REQUIRED","PRACTICAL CRIME SCENE PROCESSING+...","GARDNER","2ND 12","9781439853023"

"FRSC 3320","01","REQUIRED","STUDENT PROCESSING KIT FOR CS1","SPEX FORENSICS","LK07SEU","000000000000"

"FRSC 3332","01","REQUIRED","INTRO.TO CRIME SCENE PHOTOGRAPHY","ROBINSON","12","9780123865434"

"FRSC 3340","01","REQUIRED","CRIMINAL INVESTIGATION","HESS","10TH 13","9781133018926"

"FRSC 4339","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"FSTY 0308","01","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 0308","02","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 0308","03","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 0308","04","REQUIRED","KEYS FOR WRITERS","RAIMES","7TH 14","9781111841751"

"FSTY 0308","05","REQUIRED","KEYS FOR WRITERS","RAIMES","7TH 14","9781111841751"

"FSTY 1310","10","REQUIRED","FAITH","TILLEY","10","9781570758799"

"FSTY 1310","10","REQUIRED","GENOME:AUTOBIOGRAPHY OF A SPECIES...","RIDLEY","2ND 06","9780060894085"

"FSTY 1310","11","REQUIRED","FAITH","TILLEY","10","9781570758799"

"FSTY 1310","11","REQUIRED","GENOME:AUTOBIOGRAPHY OF A SPECIES...","RIDLEY","2ND 06","9780060894085"

"FSTY 1310","12","REQUIRED","BORDERLANDS COURSEPACK (454976)","NEWTON/MATA","0","000000000000"

"FSTY 1310","13","REQUIRED","BORDERLANDS COURSEPACK (454976)","NEWTON/MATA","0","000000000000"

"FSTY 1310","14","REQUIRED","BORDERLANDS COURSEPACK (454976)","NEWTON/MATA","0","000000000000"

"FSTY 1310","15","REQUIRED","BORDERLANDS COURSEPACK (454976)","NEWTON/MATA","0","000000000000"

"FSTY 1310","16","REQUIRED","BORDERLANDS COURSEPACK (454976)","NEWTON/MATA","0","000000000000"

"FSTY 1310","17","REQUIRED","ECOLOGY AND THE ENVIRONMENT CUSTOM","MILLER","17TH","9781133436904"

"FSTY 1310","17","REQUIRED","PLAN B 4.0,SUBSTANTIALLY REVISED","BROWN","REV 09","9780393337198"

"FSTY 1310","17","REQUIRED","TAKING SIDES:CLASH.VIEWS IN SUSTAINAB.","TAYLOR","2ND 14","9780073514536"

"FSTY 1310","18","REQUIRED","ECOLOGY AND THE ENVIRONMENT CUSTOM","MILLER","17TH","9781133436904"

"FSTY 1310","18","REQUIRED","PLAN B 4.0,SUBSTANTIALLY REVISED","BROWN","REV 09","9780393337198"

"FSTY 1310","18","REQUIRED","TAKING SIDES:CLASH.VIEWS IN SUSTAINAB.","TAYLOR","2ND 14","9780073514536"

"FSTY 1311","01","REQUIRED","AXELROD+COOPER'S CONCISE GDE.TO WRITING","AXELROD","6TH 12","9780312668907"

"FSTY 1311","02","REQUIRED","AXELROD+COOPER'S CONCISE GDE.TO WRITING","AXELROD","6TH 12","9780312668907"

"FSTY 1311","02","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","03","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","04","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","05","REQUIRED","ACADEMIC WRITER:BRIEF GUIDE","EDE","2ND 11","9780312603199"

"FSTY 1311","05","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","06","REQUIRED","ACADEMIC WRITER:BRIEF GUIDE","EDE","2ND 11","9780312603199"

"FSTY 1311","06","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","07","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","07","REQUIRED","THEY SAY I SAY","GRAFF","2ND 10","9780393933611"

"FSTY 1311","08","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","08","REQUIRED","THEY SAY I SAY","GRAFF","2ND 10","9780393933611"

"FSTY 1311","09","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","09","REQUIRED","THEY SAY I SAY","GRAFF","2ND 10","9780393933611"

"FSTY 1311","10","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1311","10","REQUIRED","THEY SAY I SAY","GRAFF","2ND 10","9780393933611"

"FSTY 1313","01","REQUIRED","AIMS OF ARGUMENT:BRIEF GUIDE","CRUSIUS","7TH 11","9780073383842"

"FSTY 1313","02","REQUIRED","AIMS OF ARGUMENT:BRIEF GUIDE","CRUSIUS","7TH 11","9780073383842"

"FSTY 1313","03","REQUIRED","AIMS OF ARGUMENT:BRIEF GUIDE","CRUSIUS","7TH 11","9780073383842"

"FSTY 1313","03","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1313","04","REQUIRED","WRITING ABOUT WRITING","WARDLE","11","9780312534936"

"FSTY 1313","05","REQUIRED","HOW TO WRITE ANYTHING,W/READINGS","RUSZKIEWICZ","2ND 12","9780312674892"

"FSTY 1313","06","REQUIRED","AIMS OF ARGUMENT:BRIEF GUIDE","CRUSIUS","7TH 11","9780073383842"

"FSTY 1313","06","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1313","07","REQUIRED","CRAFT OF RESEARCH","BOOTH","3RD 08","9780226065663"

"FSTY 1313","07","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1313","08","REQUIRED","CRAFT OF RESEARCH","BOOTH","3RD 08","9780226065663"

"FSTY 1313","08","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1313","08","REQUIRED","WRITING ARGUMENTS:RHETORIC W/RDGS.","RAMAGE","9TH 12","9780205171637"

"FSTY 1313","09","REQUIRED","AIMS OF ARGUMENT:BRIEF GUIDE","CRUSIUS","7TH 11","9780073383842"

"FSTY 1313","09","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FSTY 1313","10","REQUIRED","AIMS OF ARGUMENT:BRIEF GUIDE","CRUSIUS","7TH 11","9780073383842"

"FSTY 1313","10","REQUIRED","POCKET STYLE MANUAL","HACKER","6TH 12","9780312542542"

"FYSM 1100","10","REQUIRED","WHEREVER YOU GO,THERE YOU ARE-10TH ANN.","KABAT-ZINN","(REV)05","9781401307783"

"GDES 1314","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 1314","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 1314","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 2313","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 2313","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 2313","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 2321","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 3300","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 3315","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 4333","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 4333","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GDES 4350","01","REQUIRED","HOW TO BE A GRAPHIC DESIGNER,WITHOUT...","SHAUGHNESSY","REV 10","9781568989839"

"GEOG 1303","01","REQUIRED","NATIONAL GEOGRAPHIC STUD.ATLAS OF WRLD.","NATL.GEOGRAPH.","3RD 09","9781426304460"

"GEOG 1303","02","REQUIRED","NATIONAL GEOGRAPHIC STUD.ATLAS OF WRLD.","NATL.GEOGRAPH.","3RD 09","9781426304460"

"GERM 1311","01","REQUIRED","DEUTSCH HEUTE:INTRO.GERMAN","MOELLER","10TH 13","9781111354824"

"GERM 1311","01","REQUIRED","DEUTSCH HEUTE-STUD.ACT.MAN.","MOELLER","10TH 13","9781111832377"

"GERM 1311","01","REQUIRED","GERMAN GRAMMAR","SCHAUM","4TH 10","9780071615679"

"GERM 1311","02","REQUIRED","DEUTSCH HEUTE:INTRO.GERMAN","MOELLER","10TH 13","9781111354824"

"GERM 1311","02","REQUIRED","DEUTSCH HEUTE-STUD.ACT.MAN.","MOELLER","10TH 13","9781111832377"

"GERM 1311","02","REQUIRED","GERMAN GRAMMAR","SCHAUM","4TH 10","9780071615679"

"GERM 2311","01","REQUIRED","DEUTSCH HEUTE:INTRO.GERMAN","MOELLER","10TH 13","9781111354824"

"GERM 2311","01","REQUIRED","DEUTSCH HEUTE-STUD.ACT.MAN.","MOELLER","10TH 13","9781111832377"

"GERM 2311","01","REQUIRED","GERMAN GRAMMAR","SCHAUM","4TH 10","9780071615679"

"GERM 3331","01","REQUIRED","GERMAN GRAMMAR","SCHAUM","4TH 10","9780071615679"

"GERM 3331","01","REQUIRED","KALEIDOSKOP","MOELLER","8TH 13","9781111344207"

"GERM 3350","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GLST 1322","01","REQUIRED","INTERNATIONAL STUDIES","ANDERSON","2ND 13","9780813345888"

"GLST 1322","02","REQUIRED","INTERNATIONAL STUDIES","ANDERSON","2ND 13","9780813345888"

"GLST 1322","03","REQUIRED","INTERNATIONAL STUDIES","ANDERSON","2ND 13","9780813345888"

"GLST 1322","04","REQUIRED","GEOGRAPHY OF BLISS","WEINER","08","9780446698894"

"GLST 1322","04","REQUIRED","GLOBAL ISSUES 13/14","ANNUAL EDITION","29TH 14","9780078135989"

"GLST 2149","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GLST 2149","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GLST 3335","01","REQUIRED","INTRO.TO INTERNATL.POLITICAL ECONOMY","BALAAM","5TH 11","9780205791385"

"GLST 3335","02","REQUIRED","INTRO.TO INTERNATL.POLITICAL ECONOMY","BALAAM","5TH 11","9780205791385"

"GLST 4151","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GLST 4343","01","REQUIRED","MEN,MILITARISM+UN PEACEKEEPING","WHITWORTH","04","9781588265524"

"GLST 4343","01","REQUIRED","SECURITY STUDIES","WILLIAMS","2ND 13","9780415782814"

"GLST 4349","01","REQUIRED","EXITING THE WHIRLPOOL","PASTOR","01","9780813338118"

"GLST 4349","01","REQUIRED","NEIGHBORLY ADVERSARIES","LAROSA","2ND 07","9780742540477"

"GLST 4349","01","REQUIRED","UNITED STATES+LATIN AMER.AFTER COLD....","CRANDALL","08","9780521717953"

"GLST 4349","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"GLST 4349","04","REQUIRED","IBUS 3330 CASE STUDIES","LENN","S09","000000000000"

"GLST 4349","04","REQUIRED","INTERNATIONAL MANAGEMENT","LUTHANS","8TH 11","9780078112577"

"HEBR 2311","01","REQUIRED","BROWN-DRIVER-BRIGGS HEBREW+ENGLISH LEX.","BROWN","(REV)96","9781565632066"

"HEBR 2311","01","REQUIRED","HEBREW BIBLE","ELLIGER","06","9781598561623"

"HIST 1301","01","REQUIRED","AMERICAN EXPERIMENT,V1-CENGAGE ADVANT.","GILLON","3RD 13","9780840029539"

"HIST 1303","01","REQUIRED","SLEUTHING THE ALAMO","CRISP","05","9780195163506"

"HIST 1303","01","REQUIRED","STUDENT'S GUIDE TO HISTORY","BENJAMIN","12TH 14","9781457621444"

"HIST 2321","01","REQUIRED","EARTH+ITS PEOPLES,BRIEF-V.I","BULLIET","5TH 12","9780495913115"

"HIST 2329","01","REQUIRED","EDIBLE HISTORY OF HUMANITY","STANDAGE","09","9780802719911"

"HIST 2329","01","REQUIRED","WORLDS TOGETHER,WORLDS APART:VOL.2","POMERANZ","11","9780393911619"

"HIST 2329","01","REQUIRED","WORLDS TOGETHER,WORLDS APART-VOL.TWO","TIGNOR","3RD 11","9780393934946"

"HIST 2329","02","REQUIRED","EDIBLE HISTORY OF HUMANITY","STANDAGE","09","9780802719911"

"HIST 2329","02","REQUIRED","WORLDS TOGETHER,WORLDS APART-VOL.TWO","TIGNOR","3RD 11","9780393934946"

"HIST 2349","01","REQUIRED","CARRY ME BACK","DEYLE","05","9780195310191"

"HIST 2349","01","REQUIRED","SEDUCED,ABANDONED,+REBORN","HESSINGER","05","9780812238792"

"HIST 2349","01","REQUIRED","UNIFINISHED REVOLUTION","HAYNES","11","9780813931807"

"HIST 3311","01","REQUIRED","MEDIEVAL TOWNS","KOWALESKI","06","9781442600911"

